순번,Q,A
18057,핵확산금지조약,"핵무기의 확산을 막는 것과 원자력의 평화적인 이용을 위해 맺어진 국제조약. 1967년에 미국과 소련 사이에서 기본적인 합의가 이루어졌으며, 1969년 국제연합 총회에서 이 조약의 지지결의를 채택하였고, 1970년 3월 5일에 이르러 25년 기한의 조약으로 발효되었으나 1995년 이루어진 가입 당사국들간의 조약 연장회의에 의해 발효기간 무기한 연장이 결정되어 현재는 항구적 조약으로 되어 있다. 이 조약의 주된 목적은 핵무기를 보유한 국가가 보유하지 않은 국가에 대하여 핵무기를 양여하는 것과 핵무기를 보유하지 않은 국가가 새로이 핵무기를 개발하여 보유하는 것을 금지하는 것이다. 한국은 1975년에 가입하였으며, 북한은 1985년 소련의 설득으로 가입하였으나 이후 탈퇴하였다. 현재 이스라엘, 인도, 파키스탄, 쿠바, 북한 등을 제외한 180여개 국가가 가입해 있는 상태이다. 핵확산금지조약은 분명 핵의 확산 자체에는 기여하고 있으나, 핵을 보유한 국가와 보유하지 않은 국가의 권리와 의무를 서로 다르게 규정하였기 때문에 차별성 시비가 아직까지 계속되고 있다. 5년마다 평가회의가 열리게 되는데, 2000년의 6차 평가회의에서 5개 핵보유국(미국, 영국, 프랑스, 중국, 러시아)들이 최종문서에 핵무기 전면 철폐를 위한 분명한 약속을 명기하였으나 구체적인 핵무기 철폐 일정은 아직 명시하지 않은 상태이다."
18084,행정협정,"행정부의 수반인 대통령의 지시에 의하여 국회의 승인 없이 행정부가 고유 권한으로 체결하는 국가간의 협정을 가리킨다. 넓은 의미로는 조약의 일종에 속한다. 행정협정의 체결에 있어서는 국회의 비준이 필요 없으며, 행정부의 수반인 대통령이 서명하는 것과 동시에 협정의 효력이 발생하게 된다. 군사협정 역시 행정협정의 일종이다. 다만, 한미행정협정(SOFA)의 경우, 미국의 입장에서는 행정협정에 속하나 한국에서는 헌법 규정상 체결에 국회 동의를 얻어야 하기 때문에 엄밀히 말해서 한국측 입장에서는 행정협정에 속하지 않는다"
18087,향방동원,"향토방위 작전동원의 준말로, 전시 또는 평시에 적 또는 반 국가단체의 지령을 받고 무기를 소지한 자의 침투가 있거나, 그 우려가 있는 지역 안에서 적 또는 무장공비를 소탕하고 중요시설 및 병참선 등을 경비하기 위하여 예비군을 동원하는 것을 말한다. 이러한 향토방위작전은 향토예비군이 그 수행의 근간을 맡게 된다"
18136,헬기보병,"헬기를 통해 이동 및 강습을 행하는 보병을 가리킨다. 헬기는 공중으로 이동하면서도 수직이착륙이 가능하기 때문에 비행장을 점령하거나 넓은 강착지역을 확보하지 않는다 하더라도 병력의 효과적인 종심 투입과 유지가 가능하다는 점이 장점이다. 헬기를 통한 보병수송은 한국전쟁 때 이미 이용되었고, 그 효과에 주목한 미군에 의해 베트남전에서 헬기보병의 운용이 크게 발전, 확대되었다. 헬기보병 자체는 경무장이기 때문에 이를 이용한 강습의 성공을 위해서는 밀접하게 협조된 포병의 화력지원 및 수송헬기를 이용한 보급이나 공격헬기를 통한 화력지원 등의 공중지원이 필수적이다"
18181,혈액작용제,"노출된 인원에 대해 혈액에 의한 체내 세포로의 산소 운반을 불가능하게 하여 중추신경계통을 비롯한 신체 조직의 기능을 산소 부족으로 급격히 기능 저하에 빠트리는 화학 무기의 한 종류. 주로 호흡에 의해 신체 내로 흡수되며 복숭아 냄새가 난다. 증상으로는 호흡곤란과 가슴의 압박 등이 있다. 작용제의 종류로는 지연효과를 나타내면서 혈액, 간, 신장을 손상시키는 아르신(SA), 독성은 높지 않으나 눈과 점막에 강한 자극을 주는 염화시안(CK), 비지속성으로 극히 높은 휘발도를 가지지만 효과가 빨라 치사량을 흡입하면 15분 이내로 사망하게 되는 시안화수소(AC)등이 있으며, 이 중 시안화수소와 염화시안은 방독면을 무력화시키는 데 사용할 수 있다. 노출되었을 경우의 응급처치는 체온유지와 신선한 공기 호흡, 따뜻한 물의 섭취와 인공호흡 및 후송 등으로, 질식작용제 노출시의 응급처치와 대동소이하다."
18248,호국군,"대한민국 최초의 예비군부대로, 1948년 11월에 창설되었다. 호국군의 창설은 주한미군의 철수에 사전 대비하기 위한 방책의 일환으로, 정규군의 확충이 예산 등의 문제로 어려운 상황에서 호국군을 소요병력의 보강책으로 이용하려는 목적을 가지고 있었다. 호국군은 육군의 정규군과는 별도로 향토방위의 성격을 지닌 부대로서, 전국에 10개 호국군연대를 창설하여 4개 여단을 편성한 후 호국군 사관후보생 및 예비군을 양성하여으나, 1949년 8월 6일 청년방위대가 발족하면서 동월 31일 호국군과 호국군여단사령부는 해체되었다. 호국군은 조직, 편성, 기능면에서 오늘날 예비군제도의 기초를 형성하였으며, 해체된 호국군 소속 인원은 청년방위대, 국민방위군 등의 창설에도 기여하였다. 호국군의 편성은 전투부대와 특수부대로 구분하였으며, 필요에 따라서는 정규군에 편입할 수 있게 하였다. 호국군의 신분은 장교, 병사 모두 예비역으로서 각자의 거주지에서 생업에 종사하면서 거주지에 있는 연대에서 필요한 군사훈련을 받게 하였다. 한편 호국군 장교는 일반장교와 마찬가지로 특별채용과 보통채용에 의해 임관되었는데, 대대장급 이상은 60세, 중대장급은 50세, 그리고 소대장급은 40세까지로 연령에 제한을 두었으며, 간부후보생으로 선발된 인원은 1차로 각 지역별 현역연대에서 6주간의 군사훈련을 받은 후, 호국군사관학교에 입학하여 6주간의 교육을 받고 나서 호국군 소위로 임관되었다"
18254,호밍유도,"유도탄에 내장되어 있는 자체 탐색기에 의하여 표적을 탐색하고 유도제원을 산출하여 목표물을 추적해 나가는 유도방식을 가리킨다. 목표물에 대한 정보획득을 행하는 방식에 따라 능동 호밍(Active Homing), 반능동 호밍(Semi-Active Homing), 수동 호밍(Passive Homing)으로 나뉘어지며, 표적의 신호감지 및 처리방식에 따라 비영상 호밍과 영상 호밍(Image Homing)으로 분류된다. 능동유도는 유도탄 자신이 직접 전자파를 목표에 조사하고 그 반사파를 유도탄의 탐색기가 수신하여 자체적으로 유도해 나가는 방식이며, 반능동 호밍은 외부장치에서 표적에 전자파를 조사하고 유도탄이 그 반사파를 수신하여 목표물을 추적하는 방식이다. 수동 호밍은 표적 자체에서 발산되는 열이나 전파 등을 유도탄의 탐색기로 탐지하여 그것이 발산되는 방향을 향해 유도탄을 선회시켜 목표물을 추적하는 방식이다. 영상유도 방식은 표적을 점이 아닌 영상으로 측정하여 표적을 추적하는 유도방식으로, 고도로 지능화된 유도를 통해 높은 명중도를 가진다."
18266,호위구축함,"주로 호위임무를 수행하는 소형의 함선을 가리킨다. 제 2차 세계대전 시기에는 DE(Destroyer Escorts)라는 기호로 분류되었으며, 이후 미국이 이러한 임무를 행하는 함선을 대량생산하면서 DE 분류를 폐기하고 종래의 호위구축함을 포함하여 프리깃(FF)이라 부르게 되어 다른 국가도 이러한 분류를 따르고 있다. 현재는 이러한 임무를 수행하는 함선을 일반적으로 프리깃함 또는 호위함이라 칭하며, 호위구축함이라는 분류는 현대함선에 대해서는 사실상 쓰이지 않는다. 프리깃급의 함정은 초계함보다는 대형이면서 구축함보다는 작은 함선으로, 소형이면서 높은 기동력을 가지고 있다. 1개의 주요 임무를 수행하기에 적합하도록 특화된 상태에서 약간의 범용성을 갖출 수 있도록 설계되는 것이 일반적이며, 설계형태에 따라 대잠, 대공임무 및 경계, 정찰, 호위 등의 임무를 폭넓게 수행할 수 있다. 종류에 따라 이지스 기능을 가진 함선도 존재한다. 현재 한국군에서는 울산급이라 불리는 프리깃함을 운용하고 있는데, 대함, 대잠 능력은 어느 정도 갖추어진 편이나, 대공능력은 다소 빈약한 것으로 평가받고 있다."
18387,화염지뢰,"폭발시 화염이 뿜어져 나와 주변에 화염지대를 형성하는 지뢰이다. 한국전쟁 때 사용되었던 휴가스(Fougass)지뢰가 대표적인데, 이 지뢰의 경우 드럼통에 네이팜과 휘발유를 혼합하여 넣고 전기장치로 폭발시키는 방식이었으며, 폭발시에는 폭 10㎝, 길이 2535m의 화염지대가 형성된다. 한국전쟁 때 중공군 5월공세에 대한 대비로 노네임선을 강화할 때 지뢰지대와 철조망 사이에 이 지뢰를 매설하여 화망에 의한 방어태세를 강화한 일이 있으며, 이후 월남전에서도 많이 사용되었고, 현재도 사각을 메우기 위하여 철조망이나 교각 및 교판 등에 설치하는 일이 많다."
18417,화학무기,"유독한 화학물질을 사용하여 인명 혹은 동식물을 살상하거나 손상을 입히는 무기, 혹은 그러한 물질 그 자체를 가리킨다. 가스의 형태로 사용되는 것이 일반적이며, 효과에 따라 신경 작용제, 질식 작용제, 수포 작용제, 혈액 작용제, 최루 작용제, 구토 작용제, 무능화 작용제 등으로 분류된다. 제 1차 대전 시기에 최초로 사용되었으며, 치사성 독가스의 경우 대량살상무기로 분류되어 1925년의 제네바 의정서에서 사용이 금지되었으나 개발 및 비축은 계속되어 제 2차 세계대전기를 지나 현재에는 이전의 가스에 비해 10배 이상의 치사효과를 내는 것들이 완성되어 있다. 신경 작용제를 비롯한 치사성 화학무기의 경우, 그 높은 살상력에 비해 비교적 낮은 기술력과 비용으로 생산 및 보유가 가능하여 가난한 자의 핵무기라 불리기도 하며 북한도 약 3000t 가량 보유하고 있는 것으로 알려져 있으나, 현재 최대의 보유국은 미국이다."
18418,화학작용제 탐지킷,"화학 작용제 탐지기구의 한 가지. 한국군에서 사용하는 것으로는 KM18A2, KM256이 있다. 탐지지, 정제시약, 앰플 등으로 구성되어 있으며, 정해진 절차에 따라 이들을 사용하고 그 결과반응에 따라 화학 작용제 오염여부 및 그 종류를 알 수 있다."
18500,활주로 초과저지망,"항공기가 활주로를 초과 활주하여 일어나는 사고를 방지하기 위하여 활주로 끝을 초과한 부분에 설치하는 망을 가리킨다. 기본적으로는 접혀 있거나 내려진 상태로 되어 있으며 상황에 따라 작동시킨다. 이를 작동시켜야 하는 경우로는 조종사가 요구할 경우나 군 기관(기지운항실장, 비행감독관, 활주로 통제장교 등)의 요구가 있을 경우 및 통신이 두절되었거나 동신두절로 간주되는 군용 제트항공기의 착륙시 또는 항공기가 초과저지장치를 사용하는 것이 좋을 것을 판단될 경우를 들 수 있다. 또한, 결빙 기상상태나 기계장치의 고장 때문에 군 기관에서 요구하는 경우, 항공기에게 통보되었다면 초과저지장치를 올린 상태로 둘 수 있다. 초과저지망의 작동은 기본적으로 이륙활주로 말단의 것을 작동시키는 것을 의미하며, 접근활주로 시단의 초과저지망을 올리기 위해서는 조종사나 군 기관이 특별히 요청하여야 한다."
18568,효과기반작전,"현재 미군에서 지향하고 있는 새로운 전략결과 획득을 위한 전술조치 개념 중 하나로, 미군의 새 합동 작전개념인 신속하고 결정적인 작전(Rapid and Decisive Operations)을 달성하기 위한 작전술에 해당하는 중심적인 작전개념이다. 모든 국력 요소를 통합하여 적이 가진 힘의 근원에 정밀하게 집중함으로써 적에게서 얻고자 하는 전략적 결과를 획득하기 위한 전술적인 과정을 의미하는데, 적의 응집력을 와해할 중대한 취약점, 다시 말해 제압함으로써 적을 통제하고 무력화할 수 있는 지점을 설정하여 정밀화력을 효율적으로 사용해 그곳을 제압하는 방식으로 운용된다. 적의 방위병력을 완전히 격멸하고 적 지역을 탈취, 점령하기보다는 적의 행위를 변화시키는 데 중점을 두는 개념으로, 소모전과 그에 수반되는 불필요한 대량 파괴 및 살상을 피하면서 전쟁 목표-적이 가능한 한 신속하게 미국 및 동맹국의 요구에 따르도록 강요하는 것-를 달성하는 것을 목적으로 한다."
